item_id,score,type,subscription_period,subscription_start,subscription_end,member_id
pater-imaginary-portraits,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-introduction-mathematical-philosophy,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-practice-theory-bolshevism,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
armstrong-bazaar-stories,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-problem-china,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
melville-moby-dick-whale,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-prospects-industrial-civilization,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-windows-comedy-three,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-white-monkey,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-saints-progress,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
saintsbury-collected-essays-papers,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sandburg-chicago-poems,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
haldane-daedalus-science-future,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ashford-young-visiters-mister,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
powys-black-bryony,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-country-house,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
james-golden-bowl,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ponsonby-english-diaries,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swinnerton-chaste-wife,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-jeremy-hamlet,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
chekhov-letters-tchehov-family,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
beresford-imperturbable-duchess-stories,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
conrad-youth-narrative,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
de-la-mare-poems-1901-1908,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
jung-psychology-unconscious,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dane-way-things-happen,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swift-tale-tub,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
bramah-eyes-max-carrados,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swinnerton-casement,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
thompson-francis-thompsons-works,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
benson-walter-pater,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
murry-discoveries-essays-literary,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swinnerton-three-lovers,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
colum-castle-conquer,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cronwright-schreiner-life-olive-schreiner,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swinnerton-young-felix,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
smollett-adventures-peregrine-pickle,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
tagore-reminiscences,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-salve-hail-farewell,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
conrad-victory-island-tale,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-vale-hail-farewell,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dell-briary-bush,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
coppard-black-dog-stories,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-evelyn-inness,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cather-lost-lady,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cannan-annette-bennett,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dostoyevsky-brothers-karamazov,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cannan-house-prophecy,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-lake-2,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stephens-crock-gold,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
trollope-prime-minister,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
carritt-theory-beauty,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
lawrence-women-love,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
campbell-life-letters,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-avowals,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
loeb-broom,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
norris-bread,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
steuart-romance-paris-streets,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
james-tragic-muse,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
lawrence-sea-sardinia,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
jonson-best-plays-ben,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
west-judge,2.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-brook-kerith,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-sister-teresa,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
molnar-fashions-men-swan,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pater-greek-studies-series,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mirrlees-counterplot,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-prejudices-first-series,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-poems,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
modern-painting,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-book-burlesques,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mcneile-third-round,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
montague-right-place-book,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-book-prefaces,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pater-miscellaneous-studies-series,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-american-mercury,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-ave-hail-farewell,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pater-plato-platonism,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
perry-growth-civilization,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
phantasia,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
plutarch-plutarchs-lives,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
piccoli-benedetto-croce-introduction,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-memoirs-dead-life,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
philip-massinger,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
norris-mcteague,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-untilled-field,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
neville-fourth-dimension,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
meredith-rhoda-fleming,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
obrien-best-short-stories-1923,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
poems-2,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
obrien-best-short-stories,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
merezhkovsky-forerunner-romance-leonardo,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
nashe-unfortunate-traveller-life,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
merrick-chair-boulevard,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
o-henry-memorial,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
newell-footprints-spain,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
oneill-gods-chillun-got,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
newman-essay-aid-grammar,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
newman-short-storys-mutations,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
nugent-grand-tour,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
newman-verses-various-occasions,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
merrick-lynchs-daughter,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
note-books,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
nietzsche-nietzsche-wagner-correspondence,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
nock-freeman,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
myers-modern-music-aims,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
millay-harp-weaver-poems,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pater-gaston-latour-unfinished,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
oriordan-adam-caroline,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
morand-open-night,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
padelford-early-sixteenth-century,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
morris-specimens-early-english,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
owen-poems,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mr-mrs-unclear,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ouspensky-tertium-organum-third,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ossendowski-shadow-gloomy-east,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
munson-secession,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
oppenheim-strange-case-mr,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
murry-still-life,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-prejudices-second-series,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-prejudices-third-series,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
meredith-amazing-marriage,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
meredith-diana-crossways,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
meredith-lord-ormont-aminta,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
murry-evolution-intellectual,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
millay-poems,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
meredith-one-conquerors,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
milton,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
a-e-interpreters-2,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pound-poems-1918-21,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
trollope-bertrams,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-secret-city-novel,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-old-ladies,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-duchess-wrexe-decline,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-cathedral-novel,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-captives-novel-four,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
waley-plays-japan,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
untermeyer-modern-american-poetry,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
untermeyer-american-poetry-since,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
twain-mark-twains-autobiography,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
turgenev-plays-ivan,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
trollope-small-house-allington,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
trollope-last-chronicle-barset,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
trollope-claverings,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
toomer-cane,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sullivan-atoms-electrons,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
three-plays,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
thoreau-walden,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
thoreau-essays-writings-henry,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
thackeray-four-georges-english,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
tatchell-happy-traveller-book,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
tagore-nationalism,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
tagore-home-world,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
tagore-gitanjali,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
synge-playboy-western-world,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
synge-aran-islands,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
symons-studies-prose-verse,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
symons-loves-cruelty,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
symonds-shelley,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walter-mare,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wassermann-goose-man,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
webster-webster-tourneur,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wells-kipps-story-simple,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
young-cold-harbour,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-responsibilities-poems,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-plays-prose-verse,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-plays-controversies,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-plays,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-later-poems,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-early-memories-chapters,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-cutting-agate,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wylie-jennifer-lorn-sedate,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wright-life-walter-pater,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
woolf-monday-tuesday,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
witness,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wilson-able-mclaughlins,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
william-congreve,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wilde-selected-prose-oscar,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wilde-salome,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wilde-lady-windermeres-fan,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wilde-ideal-husband,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wiggin-rebecca-sunnybrook-farm,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
white-revolution-tanners-lane,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
white-peacock,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
white-miriams-schooling-papers,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wheeler-six-plays-contemporaries,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wharton-greater-inclination,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wells-year-prophesying,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wells-tales-unexpected,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wells-story-great-schoolmaster,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swinnerton-nocturne,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
strindberg-plays-august-strindberg-second,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
practice,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-analysis-mind,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
seven-deadly-sins,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mckenna-sonia-two-worlds,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
seldes-seven-lively-arts,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sedgwick-little-french-girl,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
scott-poems-walter-scott,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
scott-poems-plays-sir,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
scott-narrow-house,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
schreiner-story-african-farm,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
santayana-little-essays-drawn,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sandburg-rootabaga-stories,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
samuel-pepys,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
rutherford-clara-hopgood,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-icarus-future-science,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ruskin-stones-venice,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
strindberg-plays-august-strindberg-first,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ruck-subconscious-courtship-novel,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
rossetti-family-letters-christina,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
rosenfeld-port-new-york,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
romains-eyeless-sight-study,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
rohmer-grey-face,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
robinson-collected-poems,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
rimbaud,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
richardson-tunnel-pilgrimage-4,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
richardson-interim-pilgrimage-5,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
richardson-honeycomb-pilgrimage-3,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
richardson-backwater-pilgrimage-2,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
rhys-rabindranath-tagore-biographical,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
raleigh-authors-collection-literary,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
shaw-androcles-lion,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
shaw-doctors-dilemma,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
shaw-irrational-knot,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
shaw-love-among-artists,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
strachey-queen-victoria,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
strachey-landmarks-french-literature,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stevenson-travels-donkey-vennes,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stevenson-strange-case-dr,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stevenson-merry-men-tales,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stevenson-letters-robert-louis,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sterne-works-sterne-life,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sterne-life-opinions-tristram,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stephens-ladies,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stephens-demi-gods,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stelling-yea-nay-series,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
squire-poems-first-series,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
spens-elizabethan-drama,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
somervile-experiences-irish-r,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
snaith-van-roon,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
smollett-adventures-roderick-random,1.0,popular (current),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
